"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Jan-2020","      299.45","      300.65","      296.90","      297.85","       12878961","          188.23"
"02-Jan-2020","      299.15","      302.40","      298.20","      301.00","       12237219","          208.29"
"03-Jan-2020","      300.70","      302.15","      298.35","      299.65","        9712668","          181.18"
"06-Jan-2020","      299.10","      299.75","      292.05","      292.40","       17160303","          289.78"
"07-Jan-2020","      294.40","      298.95","      293.95","      298.05","       10287489","          229.75"
"08-Jan-2020","      292.25","      297.90","      291.35","      297.05","       13377734","          252.00"
"09-Jan-2020","      300.65","      305.80","      300.20","      305.15","       18103713","          402.97"
"10-Jan-2020","      308.05","      311.75","      305.90","      310.65","       23237643","          554.39"
"13-Jan-2020","      312.00","      317.65","      311.85","      317.15","       21595639","          510.78"
"14-Jan-2020","      317.35","      318.45","      314.65","      316.75","       13116258","          295.80"
"15-Jan-2020","      315.60","      322.65","      315.60","      320.90","       15290571","          358.37"
"16-Jan-2020","      321.75","      324.80","      320.70","      323.80","       10929988","          267.16"
"17-Jan-2020","      323.25","      325.05","      322.35","      324.15","       10556921","          263.07"
"20-Jan-2020","      324.95","      327.00","      323.20","      325.80","       14372108","          387.76"
"21-Jan-2020","      325.15","      325.30","      320.10","      321.15","        9400990","          273.09"
"22-Jan-2020","      322.65","      323.05","      318.85","      320.85","        8135501","          221.15"
"23-Jan-2020","      321.35","      328.05","      321.15","      327.65","       11243092","          317.83"
"24-Jan-2020","      329.20","      330.25","      326.80","      328.65","       11253589","          329.16"
"27-Jan-2020","      328.80","      332.40","      325.55","      326.80","       11546185","          320.13"
"28-Jan-2020","      326.80","      329.25","      325.20","      326.95","       11245597","          283.50"
"29-Jan-2020","      329.45","      331.85","      327.60","      328.50","        9391548","          265.18"
"30-Jan-2020","      329.75","      330.05","      323.55","      327.15","        9798856","          274.61"
"31-Jan-2020","      329.85","      331.90","      326.50","      331.05","       19472690","          442.94"
"01-Feb-2020","      329.70","      336.35","      302.90","      305.00","       29269941","          715.39"
"03-Feb-2020","      303.50","      312.55","      298.70","      310.00","       25056162","          694.10"
"04-Feb-2020","      310.10","      322.20","      308.60","      318.60","       22765958","          554.97"
"05-Feb-2020","      321.35","      329.95","      318.75","      326.40","       17529955","          526.01"
"06-Feb-2020","      324.10","      329.80","      322.30","      326.25","       23676233","          581.14"
"07-Feb-2020","      325.80","      326.80","      319.45","      320.30","       17123995","          403.10"
"10-Feb-2020","      320.50","      321.00","      315.10","      317.10","       11231560","          253.38"
"11-Feb-2020","      318.90","      320.90","      316.25","      317.80","       11700389","          264.66"
"12-Feb-2020","      318.00","      318.65","      311.40","      315.20","       10091917","          251.29"
"13-Feb-2020","      315.75","      316.70","      311.80","      313.80","        9420015","          268.18"
"14-Feb-2020","      314.95","      315.40","      309.05","      310.30","       10833424","          268.94"
"17-Feb-2020","      311.95","      312.50","      304.15","      305.70","       12397470","          304.17"
"18-Feb-2020","      304.60","      305.35","      300.35","      302.85","       10212036","          231.57"
"19-Feb-2020","      306.10","      308.45","      301.90","      306.20","       10008877","          249.76"
"20-Feb-2020","      305.90","      309.00","      304.65","      306.25","       13122599","          319.33"
"24-Feb-2020","      304.15","      305.80","      298.70","      299.75","       10623802","          236.66"
"25-Feb-2020","      300.70","      304.70","      300.40","      302.55","       11887860","          300.10"
"26-Feb-2020","      300.70","      302.00","      295.05","      297.50","       10032688","          211.53"
"27-Feb-2020","      296.70","      297.10","      288.00","      290.30","       12735540","          259.07"
"28-Feb-2020","      282.75","      284.10","      275.80","      280.55","       18266659","          414.68"
"02-Mar-2020","      284.90","      289.10","      277.20","      279.65","       16387962","          308.52"
"03-Mar-2020","      280.85","      287.10","      280.00","      284.15","       16081109","          327.85"
"04-Mar-2020","      286.30","      288.25","      273.60","      281.05","       13998010","          306.50"
"05-Mar-2020","      283.60","      284.85","      275.45","      277.85","       14040131","          352.28"
"06-Mar-2020","      268.45","      271.15","      265.10","      269.75","       12517593","          284.77"
"09-Mar-2020","      263.05","      264.05","      256.65","      260.00","       14104878","          316.26"
"11-Mar-2020","      258.35","      260.55","      252.70","      255.25","       11432519","          266.33"
"12-Mar-2020","      243.50","      244.85","      227.45","      230.30","       16522115","          316.70"
"13-Mar-2020","      208.55","      236.95","      203.40","      235.85","       14615406","          304.90"
"16-Mar-2020","      223.75","      225.00","      214.65","      216.15","       10718354","          249.37"
"17-Mar-2020","      214.65","      220.00","      210.50","      211.00","       11915878","          240.09"
"18-Mar-2020","      215.30","      215.90","      195.70","      197.75","       12952523","          272.73"
"19-Mar-2020","      187.45","      195.25","      181.95","      191.20","       14930335","          290.58"
"20-Mar-2020","      191.45","      198.65","      183.20","      196.40","       38437913","          412.20"
"23-Mar-2020","      178.55","      185.35","      171.10","      174.10","        9352131","          151.30"
"24-Mar-2020","      175.55","      181.60","      166.15","      170.65","       15191738","          232.63"
"25-Mar-2020","      166.50","      176.40","      165.35","      175.10","       17108422","          242.46"
"26-Mar-2020","      177.75","      189.70","      173.00","      185.80","       22629440","          298.68"
"27-Mar-2020","      191.90","      199.45","      181.65","      185.05","       19297142","          280.01"
"30-Mar-2020","      181.25","      182.20","      170.05","      171.60","       13368687","          181.28"
"31-Mar-2020","      177.35","      178.35","      171.90","      175.50","       12741227","          181.07"
"01-Apr-2020","      175.55","      177.60","      170.85","      172.10","        9163479","          137.79"
"03-Apr-2020","      173.40","      175.40","      168.80","      172.05","       10531108","          159.29"
"07-Apr-2020","      178.05","      183.95","      177.10","      183.00","       12343063","          251.38"
"08-Apr-2020","      180.35","      188.55","      178.85","      180.50","       15604004","          220.75"
"09-Apr-2020","      183.55","      187.05","      179.95","      185.75","       11181179","          190.81"
"13-Apr-2020","      186.60","      186.70","      173.90","      176.70","       17201639","          273.95"
"15-Apr-2020","      177.60","      182.95","      177.00","      179.95","       14796420","          275.42"
"16-Apr-2020","      179.05","      184.55","      178.60","      181.30","       17672261","          296.08"
"17-Apr-2020","      188.95","      192.50","      186.90","      187.80","       35363279","          553.41"
"20-Apr-2020","      189.90","      192.15","      187.80","      188.90","       23590488","          395.36"
"21-Apr-2020","      186.20","      186.45","      182.30","      185.45","       18392666","          258.40"
"22-Apr-2020","      186.05","      186.70","      181.80","      184.05","       15366269","          232.75"
"23-Apr-2020","      185.80","      189.40","      183.70","      185.45","       15325363","          249.46"
"24-Apr-2020","      182.75","      183.20","      177.00","      177.70","       17345096","          244.02"
"27-Apr-2020","      180.40","      182.50","      178.45","      180.10","       12232963","          203.11"
"28-Apr-2020","      182.25","      182.60","      179.75","      181.50","       14295543","          200.20"
"29-Apr-2020","      182.85","      184.70","      182.45","      183.15","       14508844","          218.98"
"30-Apr-2020","      185.65","      191.75","      185.05","      187.30","       18725387","          327.69"
"04-May-2020","      181.45","      182.20","      173.90","      174.30","       10167821","          183.70"
"05-May-2020","      177.10","      177.25","      169.00","      169.30","       11854952","          192.71"
"06-May-2020","      169.70","      171.80","      168.60","      171.00","       12089690","          210.15"
"07-May-2020","      171.20","      173.55","      170.15","      170.65","        9836484","          159.58"
"08-May-2020","      173.55","      173.70","      168.65","      169.55","       11110860","          168.61"
"11-May-2020","      173.15","      173.85","      170.70","      171.10","       11024816","          218.76"
"12-May-2020","      169.90","      173.10","      167.30","      172.45","       10714377","          174.79"
"13-May-2020","      180.15","      180.70","      175.65","      178.40","       15964409","          312.68"
"14-May-2020","      178.60","      178.60","      173.20","      175.20","       12407814","          206.56"
"15-May-2020","      177.35","      177.45","      171.75","      172.50","       12611623","          195.95"
"18-May-2020","      172.20","      172.60","      162.60","      163.30","       11094332","          202.23"
"19-May-2020","      165.35","      165.85","      160.85","      162.15","       10690904","          189.67"
"20-May-2020","      162.25","      166.65","      162.20","      165.75","       15500155","          248.01"
"21-May-2020","      166.50","      168.45","      164.55","      165.50","        9642283","          183.58"
"22-May-2020","      165.60","      167.00","      161.55","      163.55","       13255695","          166.10"
"26-May-2020","      164.70","      165.90","      163.90","      165.50","        7243099","          107.47"
"27-May-2020","      166.40","      168.90","      164.40","      168.40","       10568849","          203.99"
"28-May-2020","      169.05","      173.45","      168.95","      172.70","       18948482","          266.70"
"29-May-2020","      171.25","      182.15","      171.05","      180.10","       21867366","          373.32"
"01-Jun-2020","      182.90","      189.10","      182.80","      185.60","       16791105","          295.99"
"02-Jun-2020","      186.35","      195.15","      185.85","      194.75","       17225995","          374.55"
"03-Jun-2020","      197.05","      205.20","      194.65","      200.85","       23559722","          565.77"
"04-Jun-2020","      199.65","      201.70","      196.20","      197.35","       15216987","          307.32"
"05-Jun-2020","      196.35","      202.60","      194.50","      202.00","       32033333","          574.87"
"08-Jun-2020","      207.20","      208.40","      201.95","      202.65","       19179189","          338.90"
"09-Jun-2020","      203.80","      207.45","      201.85","      202.65","       16053241","          315.29"
"10-Jun-2020","      203.15","      207.65","      202.60","      206.60","       11981649","          214.40"
"11-Jun-2020","      206.15","      208.80","      201.50","      202.30","       17681460","          320.45"
"12-Jun-2020","      193.50","      205.70","      193.05","      204.65","       15248753","          273.18"
"15-Jun-2020","      204.20","      205.25","      198.05","      198.50","       13608072","          225.83"
"16-Jun-2020","      201.70","      204.00","      194.00","      196.85","       12404576","          262.11"
"17-Jun-2020","      196.50","      200.25","      195.20","      198.35","       11377953","          207.07"
"18-Jun-2020","      199.20","      200.70","      198.30","      200.15","       10545117","          190.14"
"19-Jun-2020","      201.10","      213.70","      201.10","      212.95","       29524135","          595.77"
"22-Jun-2020","      217.10","      218.15","      213.25","      215.05","       18720464","          377.98"
"23-Jun-2020","      217.25","      222.60","      214.75","      221.25","       21202476","          400.94"
"24-Jun-2020","      222.95","      223.65","      214.05","      215.40","       30205486","          528.04"
"25-Jun-2020","      213.35","      216.45","      210.85","      213.20","       16721095","          292.79"
"26-Jun-2020","      215.20","      215.55","      210.45","      211.20","       16871650","          298.48"
"29-Jun-2020","      210.90","      212.25","      203.15","      203.70","       13653620","          252.68"
"30-Jun-2020","      204.00","      207.60","      202.20","      202.65","       11456821","          234.23"
"01-Jul-2020","      203.15","      203.30","      200.65","      201.20","       10100880","          173.91"
"02-Jul-2020","      202.60","      203.05","      199.10","      201.05","        8319781","          168.04"
"03-Jul-2020","      202.00","      203.70","      201.25","      203.10","       11801076","          208.88"
"06-Jul-2020","      205.90","      209.40","      205.05","      209.20","       14656578","          256.01"
"07-Jul-2020","      209.75","      210.45","      205.70","      207.75","       18875034","          295.07"
"08-Jul-2020","      208.45","      208.90","      203.05","      203.70","       20206498","          296.51"
"09-Jul-2020","      206.50","      207.80","      203.05","      204.75","       26948514","          396.20"
"10-Jul-2020","      203.45","      206.40","      202.60","      206.10","       21491882","          354.14"
"13-Jul-2020","      207.75","      208.45","      202.05","      202.80","       18941516","          336.25"
"14-Jul-2020","      203.00","      203.25","      198.50","      199.70","       15642673","          262.45"
"15-Jul-2020","      199.55","      201.40","      195.05","      195.60","       19864357","          287.00"
"16-Jul-2020","      195.90","      196.65","      192.40","      195.60","       19717918","          348.40"
"17-Jul-2020","      196.25","      196.90","      195.10","      196.40","       19095365","          239.47"
"20-Jul-2020","      197.15","      199.65","      196.90","      197.25","       15119554","          211.27"
"21-Jul-2020","      198.50","      203.80","      198.40","      201.10","       25392906","          416.49"
"22-Jul-2020","      201.65","      202.05","      197.90","      199.05","       14707670","          239.36"
"23-Jul-2020","      199.20","      202.15","      198.65","      201.85","       10350971","          184.46"
"24-Jul-2020","      200.70","      201.15","      196.75","      198.40","       14122364","          193.27"
"27-Jul-2020","      198.95","      199.35","      194.25","      195.10","       11805810","          193.83"
"28-Jul-2020","      196.10","      198.70","      195.90","      198.25","       16156752","          252.78"
"29-Jul-2020","      197.85","      200.55","      197.10","      198.30","       12897504","          199.26"
"30-Jul-2020","      199.55","      200.65","      197.40","      198.15","       13075117","          214.02"
"31-Jul-2020","      198.75","      201.65","      196.45","      201.00","       13635024","          234.43"
"03-Aug-2020","      200.45","      201.55","      197.70","      198.55","       10964292","          241.43"
"04-Aug-2020","      199.40","      202.90","      198.85","      202.25","       13719670","          235.49"
"05-Aug-2020","      203.25","      204.90","      200.90","      202.40","       18369100","          350.91"
"06-Aug-2020","      202.40","      205.90","      202.25","      204.60","       22712301","          399.01"
"07-Aug-2020","      206.10","      206.75","      203.50","      203.95","       17322718","          272.47"
"10-Aug-2020","      204.60","      210.00","      204.60","      209.75","       23363181","          355.00"
"11-Aug-2020","      210.95","      211.40","      208.35","      208.60","       15949219","          211.96"
"12-Aug-2020","      207.85","      208.40","      206.00","      207.05","       11662984","          154.05"
"13-Aug-2020","      208.40","      209.65","      207.25","      208.95","       18908731","          275.22"
"14-Aug-2020","      210.15","      211.85","      205.75","      207.10","       20168747","          288.11"
"17-Aug-2020","      210.10","      211.15","      207.55","      209.15","       17826070","          266.59"
"18-Aug-2020","      210.10","      219.75","      210.00","      217.60","       55959312","          991.82"
"19-Aug-2020","      219.50","      221.45","      217.70","      220.35","       32824001","          555.69"
"20-Aug-2020","      218.10","      224.15","      217.30","      221.30","       30926405","          547.77"
"21-Aug-2020","      223.35","      225.50","      222.60","      224.05","       18004921","          368.68"
"24-Aug-2020","      225.75","      227.85","      221.45","      221.80","       36974048","          647.88"
"25-Aug-2020","      220.90","      222.65","      216.20","      217.05","       33910025","         1167.44"
"26-Aug-2020","      218.15","      220.10","      216.50","      218.80","       20889829","          348.61"
"27-Aug-2020","      225.60","      236.50","      224.25","      232.80","       98826919","         2246.72"
"28-Aug-2020","      233.80","      236.20","      232.00","      233.10","       33254890","          683.06"
"31-Aug-2020","      237.60","      237.60","      221.20","      222.75","       32452449","          878.87"
"01-Sep-2020","      221.65","      225.35","      217.20","      224.50","       23681654","          493.96"
"02-Sep-2020","      224.50","      228.40","      221.75","      225.75","       21684660","          395.61"
"03-Sep-2020","      226.25","      226.85","      224.25","      225.30","       11938272","          259.12"
"04-Sep-2020","      220.60","      223.20","      218.80","      220.05","       14018633","          250.74"
"07-Sep-2020","      221.10","      222.00","      216.70","      218.00","       15538248","          280.91"
"08-Sep-2020","      218.60","      219.00","      213.15","      214.25","       11602764","          249.69"
"09-Sep-2020","      212.95","      213.00","      208.85","      211.05","       14099859","          243.81"
"10-Sep-2020","      212.90","      215.65","      210.60","      212.25","       15432200","          254.70"
"11-Sep-2020","      212.15","      218.65","      211.95","      214.95","       23102371","          446.95"
"14-Sep-2020","      216.95","      226.30","      216.85","      222.95","       19490513","          417.87"
"15-Sep-2020","      223.80","      224.20","      219.90","      221.35","       12650088","          239.65"
"16-Sep-2020","      222.05","      227.05","      221.20","      226.35","       21647716","          398.27"
"17-Sep-2020","      224.75","      226.00","      221.90","      222.50","       14659647","          260.68"
"18-Sep-2020","      223.70","      230.05","      223.40","      226.75","       27559113","          529.57"
"21-Sep-2020","      227.20","      228.00","      212.40","      213.95","       20624517","          359.24"
"22-Sep-2020","      214.35","      216.10","      203.30","      210.00","       17937193","          321.97"
"23-Sep-2020","      211.70","      215.10","      206.90","      211.65","       27539054","          476.91"
"24-Sep-2020","      208.25","      208.75","      204.35","      205.10","       12800778","          216.58"
"25-Sep-2020","      207.35","      210.55","      206.40","      209.40","       15477643","          245.09"
"28-Sep-2020","      211.35","      217.45","      211.15","      215.75","       14056958","          275.06"
"29-Sep-2020","      217.50","      218.75","      212.20","      213.15","       11342112","          209.69"
"30-Sep-2020","      213.50","      213.90","      210.85","      211.90","       12954081","          235.63"
"01-Oct-2020","      213.70","      216.90","      213.65","      215.70","       12393017","          239.77"
"05-Oct-2020","      216.95","      219.30","      215.10","      216.25","       12386174","          268.14"
"06-Oct-2020","      218.55","      222.65","      218.30","      221.85","       20409187","          443.17"
"07-Oct-2020","      222.55","      222.60","      217.55","      217.75","       11074269","          228.24"
"08-Oct-2020","      218.45","      221.20","      218.05","      219.00","       11528539","          304.22"
"09-Oct-2020","      219.35","      220.80","      215.20","      215.45","       16943784","          338.24"
"12-Oct-2020","      216.75","      218.10","      212.15","      213.10","       11985390","          230.35"
"13-Oct-2020","      213.05","      214.85","      211.95","      212.45","        9722940","          190.34"
"14-Oct-2020","      212.35","      215.85","      209.90","      214.70","       13692534","          256.59"
"15-Oct-2020","      216.05","      218.30","      208.85","      209.60","       22293105","          529.32"
"16-Oct-2020","      210.35","      215.85","      208.10","      215.10","       17050682","          334.35"
"19-Oct-2020","      218.60","      219.35","      215.95","      218.35","       17750815","          389.73"
"20-Oct-2020","      218.10","      227.75","      217.10","      226.95","       24625452","          612.40"
"21-Oct-2020","      228.15","      238.65","      226.35","      236.85","       40496451","         1505.48"
"22-Oct-2020","      235.15","      239.30","      233.90","      237.70","       26236533","          742.63"
"23-Oct-2020","      238.05","      238.90","      234.20","      235.10","       13387434","          355.14"
"26-Oct-2020","      235.70","      235.90","      228.65","      230.65","       13545584","          309.93"
"27-Oct-2020","      229.80","      231.05","      226.70","      229.00","       12959465","          293.20"
"28-Oct-2020","      228.65","      229.20","      223.65","      224.35","       18447188","          347.54"
"29-Oct-2020","      223.35","      225.05","      221.30","      223.40","       16935223","          327.94"
"30-Oct-2020","      223.90","      229.50","      223.80","      228.20","       20642268","          498.24"
"02-Nov-2020","      229.95","      237.70","      227.60","      235.40","       38802178","         1204.08"
"03-Nov-2020","      234.80","      237.45","      228.85","      229.95","       18179001","          750.22"
"04-Nov-2020","      228.35","      229.45","      224.45","      225.70","       13950789","          468.75"
"05-Nov-2020","      227.75","      228.85","      223.20","      224.55","       22742012","          783.18"
"06-Nov-2020","      224.70","      228.85","      224.20","      226.95","       18938415","          697.76"
"09-Nov-2020","      228.85","      231.25","      227.40","      230.30","       16740853","          431.26"
"10-Nov-2020","      232.05","      236.20","      231.40","      235.05","       21131240","          534.70"
"11-Nov-2020","      234.95","      237.30","      232.20","      236.85","       20237475","          514.79"
"12-Nov-2020","      236.80","      241.50","      235.60","      238.60","       43695907","          747.43"
"13-Nov-2020","      239.55","      242.65","      239.20","      241.80","       42353618","          661.81"
"14-Nov-2020","      244.00","      245.10","      242.55","      243.70","       10454739","          125.25"
"17-Nov-2020","      244.90","      250.85","      243.25","      248.35","       28540099","          711.73"
"18-Nov-2020","      249.55","      253.90","      249.35","      253.45","       33441629","          717.42"
"19-Nov-2020","      251.90","      261.65","      248.50","      250.00","       47853239","         1149.16"
"20-Nov-2020","      252.40","      255.75","      249.45","      251.30","       19803166","          484.84"
"23-Nov-2020","      253.10","      255.55","      251.40","      253.75","       18679760","          459.35"
"24-Nov-2020","      255.45","      260.90","      254.60","      258.30","       25769829","          716.27"
"25-Nov-2020","      260.10","      262.15","      251.55","      252.50","       25894014","          695.02"
"26-Nov-2020","      253.60","      255.30","      251.40","      254.45","       17344945","          437.65"
"27-Nov-2020","      255.30","      262.75","      255.05","      261.20","       35483333","          891.44"
"01-Dec-2020","      264.05","      270.55","      262.75","      269.90","       37295479","          789.14"
"02-Dec-2020","      271.30","      278.90","      271.00","      277.90","       29732181","          843.11"
"03-Dec-2020","      279.45","      282.45","      277.35","      280.20","       26062956","          572.18"
"04-Dec-2020","      281.05","      284.80","      280.20","      283.40","       29285010","          723.55"
"07-Dec-2020","      283.85","      284.90","      281.40","      282.45","       20692856","          416.02"
"08-Dec-2020","      283.25","      286.80","      281.60","      284.80","       20706145","          603.68"
"09-Dec-2020","      286.30","      290.60","      286.05","      289.00","       20826021","          540.65"
"10-Dec-2020","      289.05","      291.25","      283.45","      290.25","       20322379","          492.78"
"11-Dec-2020","      291.25","      293.25","      287.70","      292.50","       28752960","          769.70"
"14-Dec-2020","      293.35","      293.65","      289.00","      289.90","       13517701","          357.84"
"15-Dec-2020","      289.75","      290.05","      285.15","      289.00","       17078813","          400.37"
"16-Dec-2020","      290.25","      307.45","      289.85","      303.85","      106995134","         2542.78"
"17-Dec-2020","      304.55","      308.25","      301.25","      305.65","       36706557","          896.02"
